,Artículo@LITM,Artículo@Descripcion,Boca de entrega,Nº Orden@Tipo Documento,Nº Orden@Nro. Documento,Pallets Solicitados,Cajas Solicitadas
620,6050100007,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,M",226806,SD,663792,0.576923,150.0
621,6050100007,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,M",225661,SD,663288,0.576923,150.0
622,6050100007,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,M",225661,SD,663631,0.615385,160.0
623,6050100007,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,M",258384,SD,663651,0.369231,96.0
624,6050100007,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,M",361409,SD,663506,0.046154,12.0
625,6050100007,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,M",361409,SD,663614,0.153846,40.0
626,6050100007,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,M",328603,SD,663721,0.461538,120.0
627,6050100007,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,M",257447,SD,663736,0.084615,22.0
628,6050100007,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,M",306443,SD,663687,0.269231,70.0
629,6050100007,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,M",247583,SD,663735,1.1,286.0
630,6050100007,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,M",232182,SD,663724,1.1,286.0
631,6050100007,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,M",232179,SD,663793,0.215385,56.0
632,6050100007,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,M",326701,SD,663734,0.265385,69.0
633,6050100007,"SGOLF,NATURA L.G.,12,250 GR,DP,ST (SIN TAPA),ESP,M",286954,SD,663731,0.615385,160.0
634,6050100001,"SGOLF,NATURA,192,8 CC,SH,ST,ESP,M.I.              ",311778,SD,662400,0.002653,1.0
635,6050100001,"SGOLF,NATURA,192,8 CC,SH,ST,ESP,M.I.              ",330853,SD,663722,0.692308,261.0
636,6050100001,"SGOLF,NATURA,192,8 CC,SH,ST,ESP,M.I.              ",363993,SD,663519,0.013263,5.0
637,6050100002,"SGOLF,NATURA,20,125 CC,SH,ST,ESP,M.I.             ",363345,SD,663716,0.375,102.0
638,6050100002,"SGOLF,NATURA,20,125 CC,SH,ST,ESP,M.I.             ",363993,SD,661181,0.25,68.0
639,6050100002,"SGOLF,NATURA,20,125 CC,SH,ST,ESP,M.I.             ",363993,SD,662182,0.125,34.0
640,6050100002,"SGOLF,NATURA,20,125 CC,SH,ST,ESP,M.I.             ",338810,SD,663289,0.125,34.0
641,6050100002,"SGOLF,NATURA,20,125 CC,SH,ST,ESP,M.I.             ",228809,SD,663665,0.143382,39.0
642,6050100002,"SGOLF,NATURA,20,125 CC,SH,ST,ESP,M.I.             ",258384,SD,663651,0.033088,9.0
643,6050100002,"SGOLF,NATURA,20,125 CC,SH,ST,ESP,M.I.             ",328603,SD,663721,0.25,68.0
644,6050100002,"SGOLF,NATURA,20,125 CC,SH,ST,ESP,M.I.             ",257447,SD,663736,0.430147,117.0
645,6050100002,"SGOLF,NATURA,20,125 CC,SH,ST,ESP,M.I.             ",277711,SD,663756,0.058824,16.0
646,6050100002,"SGOLF,NATURA,20,125 CC,SH,ST,ESP,M.I.             ",306443,SD,663687,0.158088,43.0
647,6050100002,"SGOLF,NATURA,20,125 CC,SH,ST,ESP,M.I.             ",232182,SD,663724,0.172794,47.0
648,6050100002,"SGOLF,NATURA,20,125 CC,SH,ST,ESP,M.I.             ",232179,SD,663793,0.011029,3.0
649,6050100002,"SGOLF,NATURA,20,125 CC,SH,ST,ESP,M.I.             ",326701,SD,663734,0.139706,38.0
650,6050100002,"SGOLF,NATURA,20,125 CC,SH,ST,ESP,M.I.             ",286954,SD,663731,0.323529,88.0
651,6050100004,"SGOLF,NATURA,4,2900 CC,SH,ST,ESP,M.I.             ",330853,SD,663722,1.0,80.0
652,6050100004,"SGOLF,NATURA,4,2900 CC,SH,ST,ESP,M.I.             ",363993,SD,663519,0.0625,5.0
653,6050100004,"SGOLF,NATURA,4,2900 CC,SH,ST,ESP,M.I.             ",240058,SD,663666,0.3625,29.0
